fixture	family	pile	nupic_size	tiny_size	size_ratio	nupic_dssim	tiny_dssim	dssim_delta
p154_1920x1080.png	p	PileB	350092	624033	0.5610	0.006599	0.002595	+0.004004
p155_1920x1080.png	p	PASS	552600	755114	0.7318	0.000403	0.000539	-0.000136
p156_1920x1080.png	p	PileA	612433	722150	0.8481	0.000550	0.000742	-0.000192
p157_1920x1080.png	p	PASS	625018	829269	0.7537	0.000687	0.000983	-0.000296
p158_1920x1080.png	p	PileA	419011	381228	1.0991	0.000000	0.000562	-0.000562
p159_1920x1080.png	p	PASS	744422	935676	0.7956	0.000751	0.000924	-0.000173
p15_480x320.png	p	PileA	52398	64533	0.8120	0.001047	0.001201	-0.000154
p160_1920x1080.png	p	PASS	510653	807968	0.6320	0.001663	0.002318	-0.000655
p161_1920x1080.png	p	PileB	389708	652332	0.5974	0.001657	0.001555	+0.000102
p162_1920x1080.png	p	PileA	757157	729774	1.0375	0.000049	0.000208	-0.000159
p163_1920x1080.png	p	PileA	428198	345991	1.2376	0.000122	0.000641	-0.000519
p164_1920x1080.png	p	PASS	526607	761907	0.6912	0.000975	0.001032	-0.000057
p165_1920x1080.png	p	PileA	644676	752362	0.8569	0.000755	0.001307	-0.000552
p166_1920x1080.png	p	PileA	586384	556943	1.0529	0.000037	0.000124	-0.000087
p167_1920x1080.png	p	PileA	614576	452563	1.3580	0.000000	0.000880	-0.000880
p168_1920x1080.png	p	PASS	382327	615950	0.6207	0.000614	0.000789	-0.000175
p169_1920x1080.png	p	PileA	985512	1094266	0.9006	0.000946	0.001075	-0.000129
p16_480x320.png	p	PileA	90684	100692	0.9006	0.001136	0.001276	-0.000140
p170_1920x1080.png	p	PileA	919175	902056	1.0190	0.000045	0.000168	-0.000123
p171_1920x1080.png	p	PileA	816901	543270	1.5037	0.000000	0.002160	-0.002160
p172_1920x1080.png	p	PileA	811356	647339	1.2534	0.000000	0.000452	-0.000452
p173_1920x1080.png	p	PASS	664076	837756	0.7927	0.000891	0.001048	-0.000157
p174_1920x1080.png	p	PileA	1246390	1262596	0.9872	0.001199	0.001580	-0.000381
p175_1920x1080.png	p	PileA	917795	523233	1.7541	0.000000	0.001966	-0.001966
p176_1920x1080.png	p	PASS	789085	998980	0.7899	0.002832	0.003493	-0.000661
p177_1920x1080.png	p	PileA	762424	782341	0.9745	0.000058	0.000207	-0.000149
p178_1920x1080.png	p	PileB	665144	933197	0.7128	0.003937	0.002275	+0.001662
p179_1920x1080.png	p	PASS	314218	460686	0.6821	0.000342	0.000356	-0.000014
p17_480x320.png	p	PileC	70622	80667	0.8755	0.001875	0.001572	+0.000303
p180_2400x1600.png	p	PASS	575222	874923	0.6575	0.005838	0.007186	-0.001348
p181_2400x1600.png	p	PileC	715362	871705	0.8206	0.004992	0.004865	+0.000127
p182_2400x1600.png	p	PileA	1448123	872395	1.6599	0.000000	0.005048	-0.005048
p183_2400x1600.png	p	PileA	1510513	946607	1.5957	0.000000	0.008400	-0.008400
p184_2400x1600.png	p	PASS	684038	930943	0.7348	0.003804	0.003863	-0.000059
p185_2400x1600.png	p	PileA	1259215	846782	1.4871	0.000000	0.010896	-0.010896
p186_2400x1600.png	p	PASS	721773	1135984	0.6354	0.004110	0.004292	-0.000182
p187_2400x1600.png	p	PileA	1193124	1234609	0.9664	0.001426	0.001449	-0.000023
p188_2400x1600.png	p	PileA	1362884	1375445	0.9909	0.000908	0.001064	-0.000156
p189_2400x1600.png	p	PileC	1737073	1802278	0.9638	0.000971	0.000757	+0.000214
p18_480x320.png	p	PileC	90441	102262	0.8844	0.001589	0.001434	+0.000155
p190_2400x1600.png	p	PileA	1545348	1580025	0.9781	0.000681	0.000878	-0.000197
p191_2400x1600.png	p	PileA	1152148	1275620	0.9032	0.001179	0.002186	-0.001007
p192_2400x1600.png	p	PileA	2097172	2284218	0.9181	0.001104	0.001257	-0.000153
p193_2400x1600.png	p	PileA	1666732	1749527	0.9527	0.001054	0.001110	-0.000056
p194_2400x1600.png	p	PileA	2141245	2201631	0.9726	0.000848	0.001191	-0.000343
p195_2400x1600.png	p	PileA	1447241	1474376	0.9816	0.001348	0.001965	-0.000617
p196_2400x1600.png	p	PileC	2295499	2507911	0.9153	0.001748	0.001742	+0.000006
p197_2400x1600.png	p	PileC	1749433	1671726	1.0465	0.003264	0.002797	+0.000467
p198_2400x1600.png	p	PileC	1600202	1715226	0.9329	0.003152	0.002368	+0.000784
p199_2400x1600.png	p	PileA	1168812	1360975	0.8588	0.001138	0.001210	-0.000072
p19_480x320.png	p	PileB	56778	71814	0.7906	0.000994	0.000991	+0.000003
p1_480x320.png	p	PileC	54196	61574	0.8802	0.002996	0.002772	+0.000224
p200_2400x1600.png	p	PileA	1438284	1479703	0.9720	0.011405	0.013321	-0.001916
p201_2400x1600.png	p	PileA	2492020	2817427	0.8845	0.000251	0.000473	-0.000222
p202_2400x1600.png	p	PileA	1211415	1060846	1.1419	0.000000	0.000835	-0.000835
p203_2400x1600.png	p	PileA	1292871	876934	1.4743	0.000000	0.001673	-0.001673
p204_2400x1600.png	p	PileA	1479957	1829505	0.8089	0.001305	0.001494	-0.000189
p205_2400x1600.png	p	PileA	2336891	2442670	0.9567	0.000260	0.000400	-0.000140
p206_2400x1600.png	p	PileA	1471452	1595194	0.9224	0.001006	0.001473	-0.000467
p207_2400x1600.png	p	PileC	2565555	2520174	1.0180	0.002167	0.001473	+0.000694
p208_2400x1600.png	p	PileA	2564972	2669600	0.9608	0.000754	0.001195	-0.000441
p209_2400x1600.png	p	PileB	674236	1142751	0.5900	0.004155	0.002959	+0.001196
p20_480x320.png	p	PileA	70196	85379	0.8222	0.007693	0.008490	-0.000797
p210_2400x1600.png	p	PileA	844212	759432	1.1116	0.000011	0.000637	-0.000626
p211_2400x1600.png	p	PileA	2485267	2589313	0.9598	0.000228	0.000423	-0.000195
p212_2400x1600.png	p	PASS	1053430	1336405	0.7883	0.004248	0.006293	-0.002045
p213_2400x1600.png	p	PASS	1630337	2040118	0.7991	0.007259	0.008361	-0.001102
p214_2400x1600.png	p	PileA	2002396	1098013	1.8237	0.000000	0.002845	-0.002845
p215_2400x1600.png	p	PileA	1277809	1462962	0.8734	0.000340	0.000592	-0.000252
p216_2400x1600.png	p	PileA	1051207	1176646	0.8934	0.000634	0.000885	-0.000251
p217_2400x1600.png	p	PileA	1221712	1366268	0.8942	0.000886	0.001138	-0.000252
p218_2400x1600.png	p	PileA	610220	624499	0.9771	0.000000	0.000546	-0.000546
p219_2400x1600.png	p	PileA	1662225	1779963	0.9339	0.000635	0.000987	-0.000352
p21_480x320.png	p	PASS	96181	122600	0.7845	0.000184	0.000264	-0.000080
p220_2400x1600.png	p	PASS	881262	1397664	0.6305	0.001931	0.002440	-0.000509
p221_2400x1600.png	p	PileB	688662	1133522	0.6075	0.001812	0.001751	+0.000061
p222_2400x1600.png	p	PileA	1216100	1146888	1.0603	0.000004	0.000220	-0.000216
p223_2400x1600.png	p	PileA	902585	699818	1.2897	0.000092	0.000460	-0.000368
p224_2400x1600.png	p	PileB	987075	1292086	0.7639	0.001008	0.000994	+0.000014
p225_2400x1600.png	p	PileA	1263180	1372896	0.9201	0.000870	0.001609	-0.000739
p226_2400x1600.png	p	PileA	1105177	975612	1.1328	0.000005	0.000143	-0.000138
p227_2400x1600.png	p	PileA	1066669	869554	1.2267	0.000000	0.000944	-0.000944
p228_2400x1600.png	p	PASS	642786	1065359	0.6034	0.000722	0.000870	-0.000148
p229_2400x1600.png	p	PileA	2021074	2010159	1.0054	0.000946	0.001256	-0.000310
p22_480x320.png	p	PASS	43808	62576	0.7001	0.000546	0.000758	-0.000212
p230_2400x1600.png	p	PileA	2024305	1832953	1.1044	0.000013	0.000189	-0.000176
p231_2400x1600.png	p	PileA	1176213	928528	1.2668	0.000000	0.002114	-0.002114
p232_2400x1600.png	p	PileA	1304396	1131028	1.1533	0.000000	0.000485	-0.000485
p233_2400x1600.png	p	PileA	1347595	1470089	0.9167	0.001228	0.001336	-0.000108
p234_2400x1600.png	p	PileA	2422708	2394214	1.0119	0.001372	0.001713	-0.000341
p235_2400x1600.png	p	PileA	1481196	959827	1.5432	0.000000	0.002144	-0.002144
p236_2400x1600.png	p	PileA	1492979	1721716	0.8671	0.002985	0.004161	-0.001176
p237_2400x1600.png	p	PileA	1488941	1384374	1.0755	0.000028	0.000309	-0.000281
p238_2400x1600.png	p	PileB	1128779	1681644	0.6712	0.004378	0.003200	+0.001178
p239_2400x1600.png	p	PileA	874184	730406	1.1968	0.000000	0.000390	-0.000390
p23_480x320.png	p	PASS	32419	42052	0.7709	0.001099	0.001122	-0.000023
p240_3840x2560.png	p	PileA	3621017	2083425	1.7380	0.000000	0.007742	-0.007742
p241_3840x2560.png	p	PileA	3860066	1968595	1.9608	0.000000	0.005888	-0.005888
p242_3840x2560.png	p	PileA	3371243	2084698	1.6171	0.000000	0.005684	-0.005684
p243_3840x2560.png	p	PileA	3474685	2234043	1.5553	0.000000	0.009195	-0.009195
p244_3840x2560.png	p	PASS	1820164	2300418	0.7912	0.004563	0.004580	-0.000017
p245_3840x2560.png	p	PileA	2735500	1990567	1.3742	0.000000	0.011483	-0.011483
p246_3840x2560.png	p	PileA	4464587	2711119	1.6468	0.000000	0.004794	-0.004794
p247_3840x2560.png	p	PileC	3063193	2934388	1.0439	0.001869	0.001866	+0.000003
p248_3840x2560.png	p	PileA	3627819	3348938	1.0833	0.001217	0.001399	-0.000182
p249_3840x2560.png	p	PileC	4122672	4016187	1.0265	0.000891	0.000856	+0.000035
p24_480x320.png	p	PileA	95179	108411	0.8779	0.000211	0.000296	-0.000085
p250_3840x2560.png	p	PileA	3618536	3287808	1.1006	0.000707	0.000997	-0.000290
p251_3840x2560.png	p	PileA	2509134	2779940	0.9026	0.001709	0.003317	-0.001608
p252_3840x2560.png	p	PileA	5627401	5018616	1.1213	0.001139	0.001534	-0.000395
p253_3840x2560.png	p	PileA	3661238	3780511	0.9685	0.001259	0.001409	-0.000150
p254_3840x2560.png	p	PileA	4821293	4725197	1.0203	0.001148	0.001509	-0.000361
p255_3840x2560.png	p	PileA	3364389	3238798	1.0388	0.001806	0.002362	-0.000556
p256_3840x2560.png	p	PileA	6082490	5555680	1.0948	0.001776	0.001977	-0.000201
p257_3840x2560.png	p	PileC	3953649	3736202	1.0582	0.003792	0.002997	+0.000795
p258_3840x2560.png	p	PileC	3641697	3872527	0.9404	0.004270	0.002767	+0.001503
p259_3840x2560.png	p	PileC	2820287	3159465	0.8926	0.001369	0.001352	+0.000017
p25_480x320.png	p	PASS	63248	90175	0.7014	0.000213	0.000261	-0.000048
p260_3840x2560.png	p	PileA	3268641	3153465	1.0365	0.015338	0.018367	-0.003029
p261_3840x2560.png	p	PileA	6362310	6928009	0.9183	0.000305	0.000548	-0.000243
p262_3840x2560.png	p	PileA	2831536	2208078	1.2824	0.000000	0.000747	-0.000747
p263_3840x2560.png	p	PileA	2787655	1907790	1.4612	0.000000	0.001840	-0.001840
p264_3840x2560.png	p	PileC	3346557	4048658	0.8266	0.002252	0.002014	+0.000238
p265_3840x2560.png	p	PileA	5986741	6095883	0.9821	0.000294	0.000481	-0.000187
p266_3840x2560.png	p	PileA	3370308	3551717	0.9489	0.001322	0.001636	-0.000314
p267_3840x2560.png	p	PileC	6269826	5691208	1.1017	0.002985	0.002054	+0.000931
p268_3840x2560.png	p	PileA	6524330	6575059	0.9923	0.000927	0.001378	-0.000451
p269_3840x2560.png	p	PileA	3062586	2558661	1.1969	0.000000	0.003334	-0.003334
p26_480x320.png	p	PileA	63924	75099	0.8512	0.000953	0.001212	-0.000259
p270_3840x2560.png	p	PileA	1860066	1620169	1.1481	0.000017	0.000789	-0.000772
p271_3840x2560.png	p	PileA	5964231	6056942	0.9847	0.000318	0.000523	-0.000205
p272_3840x2560.png	p	PileA	2936358	3359693	0.8740	0.005007	0.006158	-0.001151
p273_3840x2560.png	p	PileA	4553394	4585387	0.9930	0.009007	0.010661	-0.001654
p274_3840x2560.png	p	PileA	4117965	2502418	1.6456	0.000000	0.003084	-0.003084
p275_3840x2560.png	p	PileA	3285879	3467044	0.9477	0.000382	0.000678	-0.000296
p276_3840x2560.png	p	PileA	2347783	2512588	0.9344	0.000879	0.001056	-0.000177
p277_3840x2560.png	p	PileA	3349989	2735821	1.2245	0.000000	0.001060	-0.001060
p278_3840x2560.png	p	PileA	1189971	1416020	0.8404	0.000000	0.000630	-0.000630
p279_3840x2560.png	p	PileA	4658087	4584044	1.0162	0.000775	0.001206	-0.000431
p27_480x320.png	p	PileC	102666	117337	0.8750	0.001359	0.000779	+0.000580
p280_3840x2560.png	p	PileA	4239486	3193108	1.3277	0.000000	0.002931	-0.002931
p281_3840x2560.png	p	PileA	3780901	2568607	1.4720	0.000000	0.001942	-0.001942
p282_3840x2560.png	p	PileA	2632509	2310666	1.1393	0.000008	0.000305	-0.000297
p283_3840x2560.png	p	PileA	2305125	1384038	1.6655	0.000000	0.000630	-0.000630
p284_3840x2560.png	p	PileB	2140585	2937743	0.7286	0.001207	0.001061	+0.000146
p285_3840x2560.png	p	PileA	2939392	3065909	0.9587	0.001134	0.001858	-0.000724
p286_3840x2560.png	p	PileA	2571289	2111834	1.2176	0.000005	0.000159	-0.000154
p287_3840x2560.png	p	PileA	2629124	2126479	1.2364	0.000000	0.001061	-0.001061
p288_3840x2560.png	p	PASS	1371451	2223292	0.6169	0.000945	0.000975	-0.000030
p289_3840x2560.png	p	PileA	5304474	4966272	1.0681	0.001006	0.001340	-0.000334
p28_480x320.png	p	PileA	102845	111664	0.9210	0.000550	0.000808	-0.000258
p290_3840x2560.png	p	PileA	5862928	5218855	1.1234	0.000016	0.000230	-0.000214
p291_3840x2560.png	p	PileA	1945364	1993711	0.9758	0.000000	0.002458	-0.002458
p292_3840x2560.png	p	PileA	2149476	2235569	0.9615	0.000000	0.000489	-0.000489
p293_3840x2560.png	p	PileA	3009595	3187205	0.9443	0.001546	0.001613	-0.000067
p294_3840x2560.png	p	PileA	6734014	6140461	1.0967	0.001423	0.001967	-0.000544
p295_3840x2560.png	p	PileA	3233455	2287400	1.4136	0.000000	0.002076	-0.002076
p296_3840x2560.png	p	PileA	3323408	3705815	0.8968	0.003930	0.005163	-0.001233
p297_3840x2560.png	p	PileA	3168480	2787545	1.1367	0.000043	0.000452	-0.000409
p298_3840x2560.png	p	PileB	2941435	3710544	0.7927	0.004337	0.004291	+0.000046
p299_3840x2560.png	p	PileA	1694471	1429089	1.1857	0.000000	0.000436	-0.000436
p29_480x320.png	p	PileB	47680	66800	0.7138	0.002414	0.001656	+0.000758
p2_480x320.png	p	PASS	41444	54677	0.7580	0.003141	0.003760	-0.000619
p30_480x320.png	p	PileA	29540	28838	1.0243	0.000121	0.000928	-0.000807
p31_480x320.png	p	PileA	98171	113271	0.8667	0.000161	0.000244	-0.000083
p32_480x320.png	p	PileA	60687	73893	0.8213	0.002291	0.002654	-0.000363
p33_480x320.png	p	PileA	96745	110748	0.8736	0.003925	0.004561	-0.000636
p34_480x320.png	p	PileB	48707	63502	0.7670	0.004352	0.002398	+0.001954
p35_480x320.png	p	PileA	67779	84492	0.8022	0.000253	0.000300	-0.000047
p36_480x320.png	p	PileA	57213	70164	0.8154	0.000486	0.000613	-0.000127
p37_480x320.png	p	PASS	43717	59744	0.7317	0.000725	0.000907	-0.000182
p38_480x320.png	p	PASS	26717	40954	0.6524	0.000385	0.000393	-0.000008
p39_480x320.png	p	PileA	78710	86606	0.9088	0.000430	0.000540	-0.000110
p3_480x320.png	p	PASS	40825	54748	0.7457	0.005254	0.005903	-0.000649
p400_sm_380x260.png	p	PileA	34045	39784	0.8557	0.002877	0.004576	-0.001699
p401_sm_460x320.png	p	PileA	51791	59202	0.8748	0.002731	0.002984	-0.000253
p402_sm_540x380.png	p	PASS	50703	69489	0.7297	0.003224	0.003579	-0.000355
p403_sm_620x200.png	p	PASS	33199	47203	0.7033	0.002733	0.003618	-0.000885
p404_sm_300x260.png	p	PASS	25492	31982	0.7971	0.001789	0.002714	-0.000925
p405_sm_380x320.png	p	PASS	29726	42507	0.6993	0.007307	0.007468	-0.000161
p406_sm_460x380.png	p	PileA	65560	77122	0.8501	0.001864	0.002330	-0.000466
p407_sm_540x200.png	p	PileA	46849	52976	0.8843	0.000760	0.000763	-0.000003
p408_sm_620x260.png	p	PileA	63584	75204	0.8455	0.000524	0.000771	-0.000247
p409_sm_300x320.png	p	PileC	43255	48241	0.8966	0.000593	0.000544	+0.000049
p40_480x320.png	p	PileA	71012	86195	0.8239	0.000588	0.000891	-0.000303
p410_sm_380x380.png	p	PileA	46503	56607	0.8215	0.000460	0.000571	-0.000111
p411_sm_460x200.png	p	PileA	36384	43838	0.8300	0.000720	0.001123	-0.000403
p412_sm_540x260.png	p	PileA	70929	77017	0.9210	0.000731	0.000942	-0.000211
p413_sm_620x320.png	p	PileA	84322	98291	0.8579	0.000436	0.000590	-0.000154
p414_sm_300x380.png	p	PileA	82779	89178	0.9282	0.000589	0.000786	-0.000197
p415_sm_380x200.png	p	PASS	26528	33702	0.7871	0.000624	0.000754	-0.000130
p416_sm_460x260.png	p	PileA	73028	80765	0.9042	0.000993	0.001151	-0.000158
p417_sm_540x320.png	p	PileC	78710	90947	0.8654	0.001807	0.001504	+0.000303
p418_sm_620x380.png	p	PileA	138481	146028	0.9483	0.001424	0.001488	-0.000064
p419_sm_300x200.png	p	PileA	27673	33480	0.8266	0.000789	0.000868	-0.000079
p41_480x320.png	p	PASS	51735	70854	0.7302	0.001229	0.001276	-0.000047
p420_sm_380x260.png	p	PileA	49236	59096	0.8332	0.007764	0.008254	-0.000490
p421_sm_460x320.png	p	PASS	90362	116379	0.7764	0.000190	0.000260	-0.000070
p422_sm_540x380.png	p	PASS	54514	79464	0.6860	0.000454	0.000849	-0.000395
p423_sm_620x200.png	p	PASS	28962	39234	0.7382	0.000962	0.001029	-0.000067
p424_sm_300x260.png	p	PileA	51362	56776	0.9046	0.000169	0.000229	-0.000060
p425_sm_380x320.png	p	PASS	50890	71852	0.7083	0.000214	0.000280	-0.000066
p426_sm_460x380.png	p	PileA	72068	84334	0.8546	0.000883	0.001289	-0.000406
p427_sm_540x200.png	p	PileC	86278	93532	0.9224	0.001370	0.000644	+0.000726
p428_sm_620x260.png	p	PileA	123017	135607	0.9072	0.000383	0.000643	-0.000260
p429_sm_300x320.png	p	PileB	33994	44935	0.7565	0.001197	0.000812	+0.000385
